"";"aluno";"ano.defesa";"programa";"titul";"titul.2";"prazo.dep";"tempo.dep";"tempo.def";"avaliador";"estrato";"estrato.n";"impacto";"impacto.n";"nota.tese";"redacao";"contextualiz";"objetivos";"hip.claras";"originalidade";"metodos";"analises";"resultados";"discussao";"literatura"
"200";51;2011;"Gen";"Doutorado";"Doutorado";48;51.6;53.6;"Externo";"25%";3;"alto";4;5;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE
"201";51;2011;"Gen";"Doutorado";"Doutorado";48;51.6;53.6;"Externo";"25%";3;"alto";4;5;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE
"105";85;2011;"Gen";"Doutorado";"Doutorado";48;51.9;54.2666666666667;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"15";161;2011;"Gen";"Doutorado";"Doutorado";48;49.9333333333333;52.4666666666667;"Externo";"50%";5;"baixo";2;5;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE
"16";161;2011;"Gen";"Doutorado";"Doutorado";48;49.9333333333333;52.4666666666667;"Externo";"50%";5;"medio";3;6;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE
"17";161;2011;"Gen";"Doutorado";"Doutorado";48;49.9333333333333;52.4666666666667;"Externo";"25%";3;"medio";3;9;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"18";161;2011;"Gen";"Doutorado";"Doutorado";48;49.9333333333333;52.4666666666667;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"6";221;2011;"Gen";"Doutorado";"Doutorado";48;50.7;53.9666666666667;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"7";221;2011;"Gen";"Doutorado";"Doutorado";48;50.7;53.9666666666667;"Externo";"25%";3;"medio";3;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"8";221;2011;"Gen";"Doutorado";"Doutorado";48;50.7;53.9666666666667;"Externo";"25%";3;"medio";3;1;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"155";283;2011;"Gen";"Doutorado";"Doutorado";48;52.5333333333333;55.4;"Externo";"50%";5;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"156";283;2011;"Gen";"Doutorado";"Doutorado";48;52.5333333333333;55.4;"Externo";"50%";5;"alto";4;3;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
"32";288;2011;"Gen";"Doutorado";"Doutorado";48;51.5333333333333;53.1666666666667;"Externo";"50%";5;"medio";3;3;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
"33";288;2011;"Gen";"Doutorado";"Doutorado";48;51.5333333333333;53.1666666666667;"Externo";"<50%";4;"medio";3;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
"168";319;2011;"Gen";"Doutorado";"Doutorado";48;56.4666666666667;58.6;"Externo";"10%";2;"medio";3;9;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"3";336;2011;"Gen";"Doutorado";"Doutorado";48;52.6333333333333;56.1333333333333;"Externo";"25%";3;"medio";3;5;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE
"4";336;2011;"Gen";"Doutorado";"Doutorado";48;52.6333333333333;56.1333333333333;"Externo";"50%";5;"alto";4;5;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
"5";336;2011;"Gen";"Doutorado";"Doutorado";48;52.6333333333333;56.1333333333333;"Externo";"50%";5;"alto";4;2;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
"9";347;2011;"Gen";"Doutorado";"Doutorado";54;57.7333333333333;61;"Externo";"25%";3;"medio";3;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"10";347;2011;"Gen";"Doutorado";"Doutorado";54;57.7333333333333;61;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"11";347;2011;"Gen";"Doutorado";"Doutorado";54;57.7333333333333;61;"Externo";"50%";5;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"12";347;2011;"Gen";"Doutorado";"Doutorado";54;57.7333333333333;61;"Externo";NA;NA;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"1";14;2011;"Gen";"Doutorado direto";"Doutorado";60;60.6333333333333;62.0666666666667;"Externo";"25%";3;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"2";14;2011;"Gen";"Doutorado direto";"Doutorado";60;60.6333333333333;62.0666666666667;"Externo";"25%";3;"medio";3;7;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE
"13";127;2011;"Gen";"Doutorado direto";"Doutorado";60;58.4666666666667;61.1666666666667;"Externo";"10%";2;"alto";4;7;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"14";127;2011;"Gen";"Doutorado direto";"Doutorado";60;58.4666666666667;61.1666666666667;"Externo";"25%";3;"alto";4;6;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE
"28";146;2011;"Gen";"Doutorado direto";"Doutorado";60;62.7666666666667;64.5;"Externo";"10%";2;"medio";3;8;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE
"29";146;2011;"Gen";"Doutorado direto";"Doutorado";60;62.7666666666667;64.5;"Externo";"25%";3;"medio";3;4;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE
"130";150;2011;"Gen";"Doutorado direto";"Doutorado";60;59.5;61.4;"Externo";"10%";2;"medio";3;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"131";150;2011;"Gen";"Doutorado direto";"Doutorado";60;59.5;61.4;"Externo";"50%";5;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"132";150;2011;"Gen";"Doutorado direto";"Doutorado";60;59.5;61.4;"Externo";"25%";3;"medio";3;3;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
"24";153;2011;"Gen";"Doutorado direto";"Doutorado";60;60.2333333333333;62.2666666666667;"Externo";"50%";5;"baixo";2;5;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE
"25";153;2011;"Gen";"Doutorado direto";"Doutorado";60;60.2333333333333;62.2666666666667;"Externo";"25%";3;"medio";3;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"186";247;2011;"Gen";"Doutorado direto";"Doutorado";60;63.5333333333333;65.3666666666667;"Externo";"10%";2;"alto";4;9;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"187";247;2011;"Gen";"Doutorado direto";"Doutorado";60;63.5333333333333;65.3666666666667;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"188";247;2011;"Gen";"Doutorado direto";"Doutorado";60;63.5333333333333;65.3666666666667;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"34";309;2011;"Gen";"Doutorado direto";"Doutorado";60;58.1666666666667;60.1666666666667;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"35";309;2011;"Gen";"Doutorado direto";"Doutorado";60;58.1666666666667;60.1666666666667;"Externo";"50%";5;"alto";4;8;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE
"36";309;2011;"Gen";"Doutorado direto";"Doutorado";60;58.1666666666667;60.1666666666667;"Externo";"50%";5;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"143";40;2011;"Zoo";"Mestrado";"Mestrado";26;24.5666666666667;26.4;"Externo";"50%";5;"medio";3;6;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE
"144";40;2011;"Zoo";"Mestrado";"Mestrado";26;24.5666666666667;26.4;"Externo";NA;NA;"alto";4;6;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
"112";47;2011;"Zoo";"Mestrado";"Mestrado";36;25.7666666666667;27.6;"Externo";"50%";5;"medio";3;5;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE
"124";71;2011;"Zoo";"Mestrado";"Mestrado";36;36.5;38.7333333333333;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"165";74;2011;"Zoo";"Mestrado";"Mestrado";26;26.2;28.0666666666667;"Externo";"10%";2;"alto";4;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"121";80;2011;"Zoo";"Mestrado";"Mestrado";36;25.1666666666667;25.9666666666667;"Externo";"25%";3;"alto";4;7;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE
"152";92;2011;"Zoo";"Mestrado";"Mestrado";36;39.5;41.4333333333333;"Externo";"50%";5;"alto";4;9;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"129";94;2011;"Zoo";"Mestrado";"Mestrado";36;36.3666666666667;39.5333333333333;"Externo";"50%";5;"alto";4;5;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE
"167";115;2011;"Zoo";"Mestrado";"Mestrado";26;27;28.0333333333333;"Externo";"10%";2;"alto";4;8;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE
"71";159;2011;"Zoo";"Mestrado";"Mestrado";36;32.5333333333333;35.4666666666667;"Externo";"10%";2;"medio";3;5;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE
"142";169;2011;"Zoo";"Mestrado";"Mestrado";36;38.3666666666667;40.1333333333333;"Externo";"25%";3;"medio";3;3;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
"194";190;2011;"Zoo";"Mestrado";"Mestrado";26;24.6666666666667;26.2666666666667;"Externo";"25%";3;"baixo";2;9;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE
"128";201;2011;"Zoo";"Mestrado";"Mestrado";36;27;28.1666666666667;"Externo";"25%";3;"alto";4;5;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE
"146";254;2011;"Zoo";"Mestrado";"Mestrado";36;37.1;40.0666666666667;"Externo";NA;NA;"alto";4;3;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
"125";258;2011;"Zoo";"Mestrado";"Mestrado";36;34.9666666666667;36.6666666666667;"Externo";"25%";3;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"126";277;2011;"Zoo";"Mestrado";"Mestrado";36;30.7333333333333;33.4666666666667;"Externo";"50%";5;"medio";3;7;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE
"127";277;2011;"Zoo";"Mestrado";"Mestrado";36;30.7333333333333;33.4666666666667;"Externo";"50%";5;NA;NA;5;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE
"157";293;2011;"Zoo";"Mestrado";"Mestrado";36;26.8333333333333;28.9333333333333;"Externo";NA;NA;"medio";3;9;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE
"175";342;2011;"Zoo";"Mestrado";"Mestrado";26;26.2333333333333;29.0666666666667;"Externo";"10%";2;"medio";3;8;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE
"122";109;2011;"Zoo";"Doutorado";"Doutorado";48;48.6666666666667;51.1333333333333;"Externo";"25%";3;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"123";109;2011;"Zoo";"Doutorado";"Doutorado";48;48.6666666666667;51.1333333333333;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"117";111;2011;"Zoo";"Doutorado";"Doutorado";48;50.3333333333333;51.5;"Externo";"50%";5;"medio";3;3;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
"118";111;2011;"Zoo";"Doutorado";"Doutorado";48;50.3333333333333;51.5;"Externo";NA;NA;"alto";4;5;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
"149";116;2011;"Zoo";"Doutorado";"Doutorado";48;52.2666666666667;55.2;"Externo";"10%";2;"medio";3;5;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE
"150";116;2011;"Zoo";"Doutorado";"Doutorado";48;52.2666666666667;55.2;"Externo";"25%";3;"alto";4;7;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE
"195";131;2011;"Zoo";"Doutorado";"Doutorado";48;52.5333333333333;53.4333333333333;"Externo";"10%";2;"alto";4;8;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"199";131;2011;"Zoo";"Doutorado";"Doutorado";48;52.5333333333333;53.4333333333333;"Externo";"10%";2;"alto";4;8;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE
"183";164;2011;"Zoo";"Doutorado";"Doutorado";48;51.8666666666667;54.5666666666667;"Externo";"25%";3;"alto";4;5;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE
"184";164;2011;"Zoo";"Doutorado";"Doutorado";48;51.8666666666667;54.5666666666667;"Externo";"50%";5;"alto";4;6;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE
"185";164;2011;"Zoo";"Doutorado";"Doutorado";48;51.8666666666667;54.5666666666667;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"113";292;2011;"Zoo";"Doutorado";"Doutorado";48;52.0333333333333;53.2;"Externo";"10%";2;"medio";3;4;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE
"114";292;2011;"Zoo";"Doutorado";"Doutorado";48;52.0333333333333;53.2;"Externo";"25%";3;"alto";4;9;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"115";292;2011;"Zoo";"Doutorado";"Doutorado";48;52.0333333333333;53.2;"Externo";"50%";5;"medio";3;4;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
"116";292;2011;"Zoo";"Doutorado";"Doutorado";48;52.0333333333333;53.2;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"119";297;2011;"Zoo";"Doutorado";"Doutorado";48;49.7;51.7333333333333;"Externo";"<50%";4;"nao public";1;2;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
"120";297;2011;"Zoo";"Doutorado";"Doutorado";48;49.7;51.7333333333333;"Externo";"<50%";4;"nao public";1;3;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
"109";326;2011;"Zoo";"Doutorado";"Doutorado";48;48.5666666666667;51.3333333333333;"Externo";NA;NA;NA;NA;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"110";326;2011;"Zoo";"Doutorado";"Doutorado";48;48.5666666666667;51.3333333333333;"Externo";"50%";5;"medio";3;3;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
"111";326;2011;"Zoo";"Doutorado";"Doutorado";48;48.5666666666667;51.3333333333333;"Externo";"25%";3;"medio";3;4;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
"176";75;2011;"Zoo";"Doutorado direto";"Doutorado";60;60.8333333333333;62.5333333333333;"Externo";"<50%";4;"medio";3;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"177";75;2011;"Zoo";"Doutorado direto";"Doutorado";60;60.8333333333333;62.5333333333333;"Externo";"25%";3;"medio";3;5;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE
"385";4;2012;"Bot";"Mestrado";"Mestrado";36;37.5333333333333;40.7;"Externo";"25%";3;"medio";3;9;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE
"370";49;2012;"Bot";"Mestrado";"Mestrado";36;36.6333333333333;38.7333333333333;"Externo";"25%";3;"medio";3;4;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE
"242";84;2012;"Bot";"Mestrado";"Mestrado";36;36.4666666666667;39.2;"Externo";"10%";2;"alto";4;8;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE
"266";101;2012;"Bot";"Mestrado";"Mestrado";36;38.4666666666667;40.8333333333333;"Externo";"25%";3;"alto";4;6;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE
"297";106;2012;"Bot";"Mestrado";"Mestrado";36;28.4666666666667;30.2333333333333;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"298";106;2012;"Bot";"Mestrado";"Mestrado";36;28.4666666666667;30.2333333333333;"Externo";"50%";5;"medio";3;7;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE
"303";124;2012;"Bot";"Mestrado";"Mestrado";36;33.8666666666667;35.9333333333333;"Externo";"25%";3;"medio";3;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"412";129;2012;"Bot";"Mestrado";"Mestrado";36;33.0666666666667;34.5333333333333;"Externo";"25%";3;"medio";3;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"239";132;2012;"Bot";"Mestrado";"Mestrado";36;36.5;39.0666666666667;"Externo";"50%";5;"baixo";2;2;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
"240";170;2012;"Bot";"Mestrado";"Mestrado";36;36.5;39.1666666666667;"Externo";"<50%";4;NA;NA;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"371";199;2012;"Bot";"Mestrado";"Mestrado";36;33.0333333333333;34.3;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"372";199;2012;"Bot";"Mestrado";"Mestrado";36;33.0333333333333;34.3;"Externo";"25%";3;"alto";4;8;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE
"215";205;2012;"Bot";"Mestrado";"Mestrado";36;34.3;35.7666666666667;"Externo";"<50%";4;"medio";3;2;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
"378";215;2012;"Bot";"Mestrado";"Mestrado";36;26.5666666666667;28.5666666666667;"Externo";"25%";3;"medio";3;9;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE
"396";215;2012;"Bot";"Mestrado";"Mestrado";36;26.5666666666667;28.5666666666667;"Externo";"25%";3;"medio";3;9;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE
"405";243;2012;"Bot";"Mestrado";"Mestrado";36;27.2;28.6;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"328";257;2012;"Bot";"Mestrado";"Mestrado";36;24.9666666666667;26.5;"Externo";"10%";2;"medio";3;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"281";333;2012;"Bot";"Mestrado";"Mestrado";36;27.3;28.8;"Externo";"50%";5;"medio";3;5;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE
"265";338;2012;"Bot";"Mestrado";"Mestrado";36;37;40.4666666666667;"Externo";"25%";3;"medio";3;8;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE
"321";57;2012;"Bot";"Doutorado";"Doutorado";48;48.6666666666667;50.6333333333333;"Externo";"50%";5;"medio";3;6;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE
"322";57;2012;"Bot";"Doutorado";"Doutorado";48;48.6666666666667;50.6333333333333;"Externo";"25%";3;"alto";4;3;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
"323";57;2012;"Bot";"Doutorado";"Doutorado";48;48.6666666666667;50.6333333333333;"Externo";"10%";2;"medio";3;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"329";57;2012;"Bot";"Doutorado";"Doutorado";48;48.6666666666667;50.6333333333333;"Externo";"10%";2;"alto";4;8;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE
"387";73;2012;"Bot";"Doutorado";"Doutorado";48;50.6;52.8;"Externo";"50%";5;"alto";4;5;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE
"388";73;2012;"Bot";"Doutorado";"Doutorado";48;50.6;52.8;"Externo";"<50%";4;"medio";3;1;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
"389";73;2012;"Bot";"Doutorado";"Doutorado";48;50.6;52.8;"Externo";"25%";3;"medio";3;1;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
"377";93;2012;"Bot";"Doutorado";"Doutorado";48;49.7;50.9666666666667;"Externo";"50%";5;"alto";4;1;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
"356";233;2012;"Bot";"Doutorado";"Doutorado";NA;NA;NA;"Externo";"<50%";4;"nao public";1;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"357";233;2012;"Bot";"Doutorado";"Doutorado";NA;NA;NA;"Externo";"<50%";4;"nao public";1;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"358";233;2012;"Bot";"Doutorado";"Doutorado";NA;NA;NA;"Externo";"<50%";4;"nao public";1;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"232";249;2012;"Bot";"Doutorado";"Doutorado";48;48.6333333333333;50.8333333333333;"Externo";"10%";2;"medio";3;4;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE
"233";249;2012;"Bot";"Doutorado";"Doutorado";48;48.6333333333333;50.8333333333333;"Externo";"10%";2;NA;NA;6;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE
"379";281;2012;"Bot";"Doutorado";"Doutorado";60;56.9333333333333;58.0666666666667;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"380";281;2012;"Bot";"Doutorado";"Doutorado";60;56.9333333333333;58.0666666666667;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"381";281;2012;"Bot";"Doutorado";"Doutorado";60;56.9333333333333;58.0666666666667;"Externo";"10%";2;"alto";4;7;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE
"326";13;2012;"Eco";"Mestrado";"Mestrado";30;31.1333333333333;31.7333333333333;"Externo";"50%";5;"medio";3;8;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE
"327";13;2012;"Eco";"Mestrado";"Mestrado";30;31.1333333333333;31.7333333333333;"Externo";"50%";5;"baixo";2;4;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE
"317";27;2012;"Eco";"Mestrado";"Mestrado";30;30.3666666666667;31.3;"Externo";"25%";3;"alto";4;8;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE
"355";54;2012;"Eco";"Mestrado";"Mestrado";30;31.6;32.6333333333333;"Externo";"10%";2;"alto";4;9;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"314";76;2012;"Eco";"Mestrado";"Mestrado";28;29.4333333333333;30.9333333333333;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"312";105;2012;"Eco";"Mestrado";"Mestrado";30;42.2333333333333;42.9;"Externo";"25%";3;"alto";4;8;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE
"313";105;2012;"Eco";"Mestrado";"Mestrado";30;42.2333333333333;42.9;"Externo";"50%";5;"medio";3;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"279";181;2012;"Eco";"Mestrado";"Mestrado";30;28.2666666666667;28.9;"Externo";"25%";3;"alto";4;8;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE
